"contig","D","JK_D","V_JK_D","Z","pvalue","nABBA","nBABA","nBlocks","H1","H2","H3","H4","p_adjust"
"MA_10436219","0.488724","0.488724","0.014639","4.039353","0.000054","8.154903","2.800656","4","South_RS","Mid_North_RS","BS","NS",0.000493323152107514
"MA_10436263","-0.608698","-0.608698","0.006565","-7.512211","0.000000","1.799145","7.396530","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10436367","0.332216","0.332216","0.004095","5.191569","0.000000","10.765483","5.396287","4","South_RS","Mid_North_RS","BS","NS",0
"MA_10436488","0.366730","0.366730","0.008004","4.099080","0.000041","17.460746","8.090378","2","South_RS","Mid_North_RS","BS","NS",0.000381078309509012
"MA_10436527","0.197028","0.197028","0.000008","71.699084","0.000000","2.121666","1.423224","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10436532","0.220564","0.220564","0.001388","5.919801","0.000000","10.769043","6.876973","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10436575","0.570768","0.570768","0.016762","4.408579","0.000010","16.157691","4.415287","4","South_RS","Mid_North_RS","BS","NS",0.000102151639344262
"MA_10436596","0.229555","0.229555","0.003076","4.139122","0.000035","2.735315","1.713962","2","South_RS","Mid_North_RS","BS","NS",0.00032775516593613
"MA_10436673","-0.216571","-0.216571","0.000846","-7.444439","0.000000","6.652486","10.330504","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10436706","0.977033","0.977033","0.000032","173.508199","0.000000","0.892758","0.010371","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10436766","-0.533929","-0.533929","0.015218","-4.328238","0.000015","1.540496","5.070068","2","South_RS","Mid_North_RS","BS","NS",0.000148756631299735
"MA_10436770","0.489665","0.489665","0.009029","5.153278","0.000000","6.113985","2.094550","5","South_RS","Mid_North_RS","BS","NS",0
"MA_10436792","0.728222","0.728222","0.020450","5.092280","0.000000","1.556965","0.244846","3","South_RS","Mid_North_RS","BS","NS",0
"MA_10436946","-0.349534","-0.349534","0.004919","-4.983475","0.000001","10.493619","21.771295","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_10437041","0.391527","0.391527","0.004005","6.186941","0.000000","5.542415","2.423529","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10437048","0.059582","0.059582","0.000077","6.782648","0.000000","1.557653","1.382474","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10437060","0.164071","0.164071","0.000249","10.394604","0.000000","4.180387","3.001968","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10437069","-0.183172","-0.183172","0.001847","-4.261675","0.000020","3.264622","4.728795","3","South_RS","Mid_North_RS","BS","NS",0.000195107632093933
"MA_10437110","-0.218543","-0.218543","0.001991","-4.897839","0.000001","2.899075","4.520587","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_10437178","0.324267","0.324267","0.000560","13.708394","0.000000","2.031156","1.036438","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10437241","-0.375810","-0.375810","0.005168","-5.227460","0.000000","2.671585","5.888584","3","South_RS","Mid_North_RS","BS","NS",0
"MA_104495","0.808105","0.808105","0.010006","8.078727","0.000000","6.601581","0.700629","3","South_RS","Mid_North_RS","BS","NS",0
"MA_1045061","0.074742","0.074742","0.000092","7.798935","0.000000","10.947969","9.425241","2","South_RS","Mid_North_RS","BS","NS",0
"MA_104784","-0.087900","-0.087900","0.000064","-10.951220","0.000000","5.495335","6.554512","2","South_RS","Mid_North_RS","BS","NS",0
"MA_105276","-0.264277","-0.264277","0.000262","-16.335905","0.000000","4.012667","6.895418","2","South_RS","Mid_North_RS","BS","NS",0
"MA_105327","0.190352","0.190352","0.000537","8.214216","0.000000","2.356622","1.602916","2","South_RS","Mid_North_RS","BS","NS",0
"MA_105449","0.999908","0.999908","0.000002","653.362246","0.000000","1.505313","0.000069","2","South_RS","Mid_North_RS","BS","NS",0
"MA_105497","-0.375657","-0.375657","0.000512","-16.600764","0.000000","5.461014","12.032626","2","South_RS","Mid_North_RS","BS","NS",0
"MA_105629","0.184997","0.184997","0.000023","38.786307","0.000000","3.292402","2.264407","2","South_RS","Mid_North_RS","BS","NS",0
"MA_105806","0.365404","0.365404","0.002914","6.769284","0.000000","15.779528","7.333815","2","South_RS","Mid_North_RS","BS","NS",0
"MA_105959","-0.075179","-0.075179","0.000118","-6.927126","0.000000","15.432886","17.941963","2","South_RS","Mid_North_RS","BS","NS",0
"MA_106287","0.582726","0.582726","0.001487","15.113638","0.000000","4.011861","1.057699","2","South_RS","Mid_North_RS","BS","NS",0
"MA_10663","0.919828","0.919828","0.017997","6.856546","0.000000","4.677668","0.195340","3","South_RS","Mid_North_RS","BS","NS",0
"MA_106722","0.889491","0.889491","0.005052","12.514565","0.000000","15.526370","0.908077","3","South_RS","Mid_North_RS","BS","NS",0
"MA_106860","-0.189997","-0.189997","0.001878","-4.383831","0.000012","1.649717","2.423643","2","South_RS","Mid_North_RS","BS","NS",0.000121093117408907
"MA_107257","1.000000","1.000000","0.000000","Inf","0.000000","0.195527","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_107275","0.770641","0.770641","0.007469","8.917305","0.000000","1.165275","0.150943","2","South_RS","Mid_North_RS","BS","NS",0
"MA_107535","0.283463","0.283463","0.000822","9.888687","0.000000","23.057553","12.872678","2","South_RS","Mid_North_RS","BS","NS",0
"MA_107543","0.155393","0.155393","0.000040","24.693690","0.000000","0.720175","0.526457","2","South_RS","Mid_North_RS","BS","NS",0
"MA_107641","0.134985","0.134985","0.000179","10.093981","0.000000","7.049937","5.373024","2","South_RS","Mid_North_RS","BS","NS",0
"MA_107776","0.413293","0.413293","0.001336","11.306661","0.000000","6.389238","2.652392","3","South_RS","Mid_North_RS","BS","NS",0
"MA_1077804","0.942708","0.942708","0.001253","26.635116","0.000000","1.010220","0.029792","2","South_RS","Mid_North_RS","BS","NS",0
"MA_108078","0.800530","0.800530","0.000940","26.103465","0.000000","1.256604","0.139212","2","South_RS","Mid_North_RS","BS","NS",0
"MA_108278","0.509641","0.509641","0.006011","6.573160","0.000000","7.951405","2.582760","3","South_RS","Mid_North_RS","BS","NS",0
"MA_108340","0.573603","0.573603","0.003570","9.600130","0.000000","6.380432","1.728897","2","South_RS","Mid_North_RS","BS","NS",0
"MA_108391","0.307147","0.307147","0.004471","4.593610","0.000004","1.838604","0.974552","2","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_109115","-0.402805","-0.402805","0.007086","-4.785110","0.000002","0.125914","0.295771","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_109444","0.389517","0.389517","0.006319","4.900015","0.000001","3.479121","1.528550","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_109548","0.417184","0.417184","0.000389","21.138914","0.000000","6.958129","2.861525","2","South_RS","Mid_North_RS","BS","NS",0
"MA_109564","0.909249","0.909249","0.000456","42.557504","0.000000","0.717826","0.034120","2","South_RS","Mid_North_RS","BS","NS",0
"MA_109703","-0.164225","-0.164225","0.000687","-6.263760","0.000000","2.369469","3.300643","2","South_RS","Mid_North_RS","BS","NS",0
"MA_109930","0.499213","0.499213","0.000452","23.470107","0.000000","3.938281","1.315518","2","South_RS","Mid_North_RS","BS","NS",0
"MA_110221","-0.884966","-0.884966","0.028920","-5.203876","0.000000","0.453317","7.428149","2","South_RS","Mid_North_RS","BS","NS",0
"MA_110227","0.028812","0.028812","0.000016","7.146564","0.000000","6.248057","5.898099","2","South_RS","Mid_North_RS","BS","NS",0
"MA_110512","0.111551","0.111551","0.000662","4.336115","0.000015","20.930305","16.729329","2","South_RS","Mid_North_RS","BS","NS",0.000148756631299735
"MA_110817","0.378551","0.378551","0.000090","39.935790","0.000000","0.469045","0.211445","2","South_RS","Mid_North_RS","BS","NS",0
"MA_11097","0.380442","0.380442","0.003373","6.550796","0.000000","9.073879","4.072459","3","South_RS","Mid_North_RS","BS","NS",0
"MA_110995","0.176745","0.176745","0.001443","4.653538","0.000003","31.455642","22.006466","5","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_111124","-0.696002","-0.696002","0.005233","-9.621153","0.000000","1.003036","5.595922","2","South_RS","Mid_North_RS","BS","NS",0
"MA_111174","0.839322","0.839322","0.000108","80.780556","0.000000","1.440283","0.125819","2","South_RS","Mid_North_RS","BS","NS",0
"MA_111188","0.589274","0.589274","0.013616","5.049987","0.000000","13.698082","3.540083","4","South_RS","Mid_North_RS","BS","NS",0
"MA_111299","0.911132","0.911132","0.029411","5.312856","0.000000","0.807713","0.037559","2","South_RS","Mid_North_RS","BS","NS",0
"MA_111413","0.492645","0.492645","0.012514","4.403795","0.000011","2.364743","0.803785","3","South_RS","Mid_North_RS","BS","NS",0.000111680244399185
"MA_111545","-0.142753","-0.142753","0.000228","-9.463606","0.000000","9.513288","12.681682","2","South_RS","Mid_North_RS","BS","NS",0
"MA_111815","0.680493","0.680493","0.028084","4.060605","0.000049","5.798024","1.102360","4","South_RS","Mid_North_RS","BS","NS",0.000450950769230769
"MA_111951","0.415134","0.415134","0.002687","8.009191","0.000000","3.995941","1.651498","2","South_RS","Mid_North_RS","BS","NS",0
"MA_112156","0.408112","0.408112","0.000471","18.810666","0.000000","0.681196","0.286335","2","South_RS","Mid_North_RS","BS","NS",0
"MA_112169","-0.058868","-0.058868","0.000028","-11.164877","0.000000","10.719358","12.060346","2","South_RS","Mid_North_RS","BS","NS",0
"MA_112221","0.401161","0.401161","0.008492","4.353228","0.000013","10.801753","4.616532","2","South_RS","Mid_North_RS","BS","NS",0.000130831090174966
"MA_112432","0.648869","0.648869","0.009531","6.646276","0.000000","4.220279","0.898720","2","South_RS","Mid_North_RS","BS","NS",0
"MA_112645","-0.182605","-0.182605","0.000351","-9.747875","0.000000","1.658391","2.399358","2","South_RS","Mid_North_RS","BS","NS",0
"MA_112924","0.019803","0.019803","0.000023","4.160068","0.000032","3.362470","3.231882","2","South_RS","Mid_North_RS","BS","NS",0.000301360201511335
"MA_112985","0.989816","0.989816","0.000029","182.664916","0.000000","4.509223","0.023079","2","South_RS","Mid_North_RS","BS","NS",0
"MA_112988","0.678911","0.678911","0.018757","4.957150","0.000001","1.614368","0.308745","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_113272","0.337233","0.337233","0.005633","4.493163","0.000007","8.885704","4.403980","3","South_RS","Mid_North_RS","BS","NS",7.27484364141765e-05
"MA_113302","1.000000","1.000000","0.000000","Inf","0.000000","1.459540","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_113422","0.593633","0.593633","0.007550","6.831758","0.000000","2.519095","0.642354","4","South_RS","Mid_North_RS","BS","NS",0
"MA_11353","0.512263","0.512263","0.015464","4.119356","0.000038","6.572902","2.119900","2","South_RS","Mid_North_RS","BS","NS",0.000354959400374766
"MA_113561","0.882410","0.882410","0.012415","7.919375","0.000000","5.968397","0.372834","2","South_RS","Mid_North_RS","BS","NS",0
"MA_113938","0.249305","0.249305","0.002770","4.736553","0.000002","9.677458","5.815083","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_114153","0.412680","0.412680","0.004981","5.847369","0.000000","2.269654","0.943605","2","South_RS","Mid_North_RS","BS","NS",0
"MA_114210","0.244192","0.244192","0.001589","6.126685","0.000000","20.245232","12.298340","3","South_RS","Mid_North_RS","BS","NS",0
"MA_114511","0.106067","0.106067","0.000282","6.315837","0.000000","8.450910","6.830102","2","South_RS","Mid_North_RS","BS","NS",0
"MA_114573","-0.260891","-0.260891","0.000019","-59.238872","0.000000","1.027517","1.752902","2","South_RS","Mid_North_RS","BS","NS",0
"MA_114996","0.574151","0.574151","0.000890","19.242593","0.000000","6.827842","1.847112","2","South_RS","Mid_North_RS","BS","NS",0
"MA_115450","0.763891","0.763891","0.001079","23.251356","0.000000","9.428747","1.262103","3","South_RS","Mid_North_RS","BS","NS",0
"MA_115457","0.376711","0.376711","0.004585","5.563538","0.000000","1.560922","0.706688","2","South_RS","Mid_North_RS","BS","NS",0
"MA_115583","0.745150","0.745150","0.025591","4.657987","0.000003","2.064345","0.301463","2","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_116050","0.071224","0.071224","0.000198","5.066133","0.000000","3.640436","3.156342","2","South_RS","Mid_North_RS","BS","NS",0
"MA_116819","-0.456602","-0.456602","0.003346","-7.894021","0.000000","3.231263","8.661540","3","South_RS","Mid_North_RS","BS","NS",0
"MA_116893","-0.060298","-0.060298","0.000208","-4.179942","0.000029","0.510519","0.576036","2","South_RS","Mid_North_RS","BS","NS",0.000275361904761905
"MA_117227","0.650413","0.650413","0.018659","4.761552","0.000002","12.910273","2.734628","3","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_117364","0.359269","0.359269","0.000333","19.688058","0.000000","6.157630","2.902577","2","South_RS","Mid_North_RS","BS","NS",0
"MA_117690","0.303611","0.303611","0.000256","18.981386","0.000000","10.202318","5.450081","2","South_RS","Mid_North_RS","BS","NS",0
"MA_117727","0.946321","0.946321","0.000034","162.666921","0.000000","29.429017","0.811640","2","South_RS","Mid_North_RS","BS","NS",0
"MA_117774","0.520662","0.520662","0.002021","11.580851","0.000000","1.385869","0.436849","2","South_RS","Mid_North_RS","BS","NS",0
"MA_118100","0.262793","0.262793","0.001164","7.703995","0.000000","17.875397","10.435493","4","South_RS","Mid_North_RS","BS","NS",0
"MA_118248","0.734091","0.734091","0.000573","30.669310","0.000000","6.134681","0.940703","2","South_RS","Mid_North_RS","BS","NS",0
"MA_11827","-0.175402","-0.175402","0.001592","-4.396208","0.000011","18.045237","25.722099","8","South_RS","Mid_North_RS","BS","NS",0.000111680244399185
"MA_118473","0.247049","0.247049","0.000082","27.286875","0.000000","7.919090","4.781438","2","South_RS","Mid_North_RS","BS","NS",0
"MA_118483","-0.218545","-0.218545","0.002176","-4.684734","0.000003","4.913092","7.661117","2","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_118732","0.893163","0.893163","0.000208","61.869688","0.000000","4.133168","0.233247","2","South_RS","Mid_North_RS","BS","NS",0
"MA_118809","0.497319","0.497319","0.003448","8.469973","0.000000","1.544153","0.518404","2","South_RS","Mid_North_RS","BS","NS",0
"MA_1189","-0.126787","-0.126787","0.000577","-5.277771","0.000000","23.266200","30.022547","6","South_RS","Mid_North_RS","BS","NS",0
"MA_119122","-0.263652","-0.263652","0.001658","-6.475502","0.000000","0.884393","1.517714","2","South_RS","Mid_North_RS","BS","NS",0
"MA_119138","-0.177573","-0.177573","0.000993","-5.635019","0.000000","6.367812","9.117613","2","South_RS","Mid_North_RS","BS","NS",0
"MA_119313","0.176723","0.176723","0.000006","72.516978","0.000000","5.724822","4.005288","2","South_RS","Mid_North_RS","BS","NS",0
"MA_119350","0.238353","0.238353","0.002374","4.892404","0.000001","6.223591","3.827806","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_119385","0.180893","0.180893","0.000004","85.405112","0.000000","5.421767","3.760721","2","South_RS","Mid_North_RS","BS","NS",0
"MA_119474","0.162251","0.162251","0.001365","4.391452","0.000011","24.110002","17.378464","3","South_RS","Mid_North_RS","BS","NS",0.000111680244399185
"MA_119649","0.499420","0.499420","0.003060","9.028686","0.000000","10.064968","3.360178","2","South_RS","Mid_North_RS","BS","NS",0
"MA_119766","0.489383","0.489383","0.007329","5.716309","0.000000","2.760839","0.946521","3","South_RS","Mid_North_RS","BS","NS",0
"MA_119841","-0.372961","-0.372961","0.000640","-14.741354","0.000000","4.273672","9.357601","2","South_RS","Mid_North_RS","BS","NS",0
"MA_119930","-0.688075","-0.688075","0.003545","-11.556694","0.000000","1.241565","6.719097","2","South_RS","Mid_North_RS","BS","NS",0
"MA_120037","0.861048","0.861048","0.004879","12.327431","0.000000","0.204585","0.015275","2","South_RS","Mid_North_RS","BS","NS",0
"MA_12077","-0.733080","-0.733080","0.025136","-4.623839","0.000004","0.676265","4.390904","4","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_120798","0.485597","0.485597","0.001446","12.770145","0.000000","4.549384","1.575269","3","South_RS","Mid_North_RS","BS","NS",0
"MA_120807","0.103889","0.103889","0.000150","8.487523","0.000000","1.326364","1.076710","2","South_RS","Mid_North_RS","BS","NS",0
"MA_120861","0.394812","0.394812","0.000015","103.319905","0.000000","6.189313","2.685450","2","South_RS","Mid_North_RS","BS","NS",0
"MA_121183","1.000000","1.000000","0.000000","Inf","0.000000","0.386129","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_121216","1.000000","1.000000","0.000000","Inf","0.000000","1.013033","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_121310","0.255002","0.255002","0.001845","5.936026","0.000000","3.554151","2.109825","3","South_RS","Mid_North_RS","BS","NS",0
"MA_121710","0.619612","0.619612","0.004345","9.400279","0.000000","4.827987","1.133917","2","South_RS","Mid_North_RS","BS","NS",0
"MA_121869","-0.028687","-0.028687","0.000047","-4.196534","0.000027","7.006615","7.420480","2","South_RS","Mid_North_RS","BS","NS",0.000257515943877551
"MA_121950","-0.326619","-0.326619","0.006204","-4.146882","0.000034","2.531004","4.986298","2","South_RS","Mid_North_RS","BS","NS",0.000318989962358846
"MA_122018","0.852221","0.852221","0.025423","5.344844","0.000000","1.848404","0.147475","2","South_RS","Mid_North_RS","BS","NS",0
"MA_122094","0.912453","0.912453","0.017630","6.872075","0.000000","2.616900","0.119795","3","South_RS","Mid_North_RS","BS","NS",0
"MA_122173","-0.078032","-0.078032","0.000272","-4.732263","0.000002","7.518453","8.791122","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_122202","-0.559349","-0.559349","0.014448","-4.653540","0.000003","3.624944","12.827748","3","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_122546","0.409324","0.409324","0.008835","4.354666","0.000013","3.232188","1.354675","2","South_RS","Mid_North_RS","BS","NS",0.000130831090174966
"MA_122700","-0.743149","-0.743149","0.033126","-4.083084","0.000044","1.557495","10.570127","4","South_RS","Mid_North_RS","BS","NS",0.000407190594059406
"MA_122865","0.256927","0.256927","0.000069","30.930944","0.000000","3.809477","2.252096","2","South_RS","Mid_North_RS","BS","NS",0
"MA_12317","0.768407","0.768407","0.009118","8.047034","0.000000","3.438449","0.450305","4","South_RS","Mid_North_RS","BS","NS",0
"MA_123810","0.181544","0.181544","0.000289","10.677401","0.000000","1.683145","1.165915","2","South_RS","Mid_North_RS","BS","NS",0
"MA_12382","0.336614","0.336614","0.002720","6.453995","0.000000","17.281601","8.577175","5","South_RS","Mid_North_RS","BS","NS",0
"MA_123831","0.931399","0.931399","0.001762","22.190941","0.000000","5.318189","0.188895","2","South_RS","Mid_North_RS","BS","NS",0
"MA_123833","0.334821","0.334821","0.000992","10.632908","0.000000","1.803532","0.898750","2","South_RS","Mid_North_RS","BS","NS",0
"MA_123843","0.676895","0.676895","0.001295","18.812574","0.000000","3.719401","0.716657","2","South_RS","Mid_North_RS","BS","NS",0
"MA_124168","0.715412","0.715412","0.024441","4.576143","0.000005","5.717751","0.948579","3","South_RS","Mid_North_RS","BS","NS",5.26584507042254e-05
"MA_124366","-0.181578","-0.181578","0.001551","-4.609971","0.000004","0.779140","1.124865","4","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_124416","-0.142367","-0.142367","0.001135","-4.226040","0.000024","23.212148","30.918592","3","South_RS","Mid_North_RS","BS","NS",0.000230965250965251
"MA_124480","0.441508","0.441508","0.001690","10.739356","0.000000","7.686162","2.977893","2","South_RS","Mid_North_RS","BS","NS",0
"MA_124511","-0.690712","-0.690712","0.011926","-6.324829","0.000000","0.298938","1.634136","2","South_RS","Mid_North_RS","BS","NS",0
"MA_124963","-0.250093","-0.250093","0.000690","-9.520109","0.000000","3.671564","6.120486","2","South_RS","Mid_North_RS","BS","NS",0
"MA_125092","0.096032","0.096032","0.000301","5.530835","0.000000","4.455731","3.674928","3","South_RS","Mid_North_RS","BS","NS",0
"MA_125263","0.205693","0.205693","0.001875","4.749771","0.000002","23.750361","15.646681","5","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_125304","0.557558","0.557558","0.003018","10.148369","0.000000","12.212355","3.469061","2","South_RS","Mid_North_RS","BS","NS",0
"MA_125382","-0.389417","-0.389417","0.000251","-24.586730","0.000000","3.991977","9.083966","2","South_RS","Mid_North_RS","BS","NS",0
"MA_125409","0.515362","0.515362","0.001053","15.883361","0.000000","3.671300","1.174143","2","South_RS","Mid_North_RS","BS","NS",0
"MA_1255","-0.170163","-0.170163","0.000389","-8.623979","0.000000","4.171545","5.882344","2","South_RS","Mid_North_RS","BS","NS",0
"MA_125607","-1.000000","-1.000000","0.000000","-Inf","0.000000","0.000000","2.432432","2","South_RS","Mid_North_RS","BS","NS",0
"MA_126256","-0.627216","-0.627216","0.002019","-13.959648","0.000000","0.753894","3.290776","2","South_RS","Mid_North_RS","BS","NS",0
"MA_126558","0.197651","0.197651","0.000065","24.509222","0.000000","1.003324","0.672163","2","South_RS","Mid_North_RS","BS","NS",0
"MA_126866","0.529889","0.529889","0.003953","8.427905","0.000000","5.452153","1.675362","3","South_RS","Mid_North_RS","BS","NS",0
"MA_126871","-0.831316","-0.831316","0.041099","-4.100608","0.000041","0.272626","2.959756","3","South_RS","Mid_North_RS","BS","NS",0.000381078309509012
"MA_127615","0.212345","0.212345","0.001463","5.551415","0.000000","8.135727","5.285747","3","South_RS","Mid_North_RS","BS","NS",0
"MA_127692","0.396189","0.396189","0.006712","4.835741","0.000001","12.830061","5.548633","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_128169","0.271216","0.271216","0.003834","4.380169","0.000012","4.122874","2.363628","2","South_RS","Mid_North_RS","BS","NS",0.000121093117408907
"MA_12818","-0.574543","-0.574543","0.012420","-5.155378","0.000000","0.733754","2.715495","2","South_RS","Mid_North_RS","BS","NS",0
"MA_128453","-0.168414","-0.168414","0.000733","-6.218854","0.000000","6.371028","8.951572","3","South_RS","Mid_North_RS","BS","NS",0
"MA_128457","0.618375","0.618375","0.007521","7.130260","0.000000","4.759008","1.122211","3","South_RS","Mid_North_RS","BS","NS",0
"MA_128809","-0.054837","-0.054837","0.000028","-10.347428","0.000000","2.634641","2.940357","2","South_RS","Mid_North_RS","BS","NS",0
"MA_129113","0.809940","0.809940","0.014357","6.759529","0.000000","1.694551","0.177943","3","South_RS","Mid_North_RS","BS","NS",0
"MA_129274","-0.581169","-0.581169","0.020032","-4.106238","0.000040","3.646951","13.767934","3","South_RS","Mid_North_RS","BS","NS",0.000372246421904169
"MA_129451","0.175563","0.175563","0.000215","11.979871","0.000000","3.612318","2.533364","2","South_RS","Mid_North_RS","BS","NS",0
"MA_129467","0.656914","0.656914","0.001777","15.585477","0.000000","5.540733","1.147282","2","South_RS","Mid_North_RS","BS","NS",0
"MA_1296","0.580754","0.580754","0.000099","58.431452","0.000000","2.640707","0.700366","2","South_RS","Mid_North_RS","BS","NS",0
"MA_129741","0.127339","0.127339","0.000482","5.800226","0.000000","3.597808","2.785024","2","South_RS","Mid_North_RS","BS","NS",0
"MA_129868","0.571750","0.571750","0.014734","4.710267","0.000002","0.621753","0.169407","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_129986","0.164960","0.164960","0.001192","4.778219","0.000002","12.841909","9.205052","3","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_130040","0.662128","0.662128","0.011212","6.253197","0.000000","6.847080","1.391854","3","South_RS","Mid_North_RS","BS","NS",0
"MA_13025","0.960392","0.960392","0.010651","9.305805","0.000000","3.187930","0.064409","4","South_RS","Mid_North_RS","BS","NS",0
"MA_130269","0.277171","0.277171","0.002959","5.095580","0.000000","10.085821","5.708182","3","South_RS","Mid_North_RS","BS","NS",0
"MA_130339","0.686282","0.686282","0.000079","77.332717","0.000000","5.466740","1.017040","2","South_RS","Mid_North_RS","BS","NS",0
"MA_130453","0.733028","0.733028","0.028527","4.340020","0.000014","1.750448","0.269656","2","South_RS","Mid_North_RS","BS","NS",0.00013995320855615
"MA_130558","0.246961","0.246961","0.003140","4.407465","0.000010","20.167460","12.179108","3","South_RS","Mid_North_RS","BS","NS",0.000102151639344262
"MA_130810","0.082992","0.082992","0.000085","9.009855","0.000000","9.556833","8.092114","2","South_RS","Mid_North_RS","BS","NS",0
"MA_130902","0.111623","0.111623","0.000018","25.991139","0.000000","4.923283","3.934549","2","South_RS","Mid_North_RS","BS","NS",0
"MA_130907","0.404654","0.404654","0.000046","59.629904","0.000000","1.879353","0.796541","2","South_RS","Mid_North_RS","BS","NS",0
"MA_130948","0.623103","0.623103","0.008044","6.947485","0.000000","3.232332","0.750572","2","South_RS","Mid_North_RS","BS","NS",0
"MA_131080","-0.738565","-0.738565","0.006787","-8.964993","0.000000","0.347168","2.308697","2","South_RS","Mid_North_RS","BS","NS",0
"MA_131302","-0.186262","-0.186262","0.001598","-4.659429","0.000003","6.799965","9.912939","3","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_131343","0.879596","0.879596","0.003094","15.813726","0.000000","1.968481","0.126098","3","South_RS","Mid_North_RS","BS","NS",0
"MA_131632","0.150095","0.150095","0.000556","6.366074","0.000000","3.141859","2.321792","2","South_RS","Mid_North_RS","BS","NS",0
"MA_131790","0.738725","0.738725","0.018021","5.502861","0.000000","10.808188","1.624127","2","South_RS","Mid_North_RS","BS","NS",0
"MA_131878","-0.206940","-0.206940","0.001089","-6.269683","0.000000","5.119462","7.791198","2","South_RS","Mid_North_RS","BS","NS",0
"MA_131889","0.442451","0.442451","0.000725","16.434996","0.000000","4.365716","1.687476","2","South_RS","Mid_North_RS","BS","NS",0
"MA_132005","0.265137","0.265137","0.002872","4.947068","0.000001","2.498714","1.451393","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_132021","0.537861","0.537861","0.007440","6.235695","0.000000","4.662005","1.400967","3","South_RS","Mid_North_RS","BS","NS",0
"MA_132137","0.962034","0.962034","0.002929","17.777324","0.000000","3.053321","0.059082","3","South_RS","Mid_North_RS","BS","NS",0
"MA_132342","0.171330","0.171330","0.000327","9.472377","0.000000","15.664662","11.082143","2","South_RS","Mid_North_RS","BS","NS",0
"MA_132670","0.516960","0.516960","0.000107","50.059056","0.000000","18.893420","6.016155","2","South_RS","Mid_North_RS","BS","NS",0
"MA_133318","-0.166196","-0.166196","0.001178","-4.842597","0.000001","3.423193","4.787829","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_134086","-0.074493","-0.074493","0.000339","-4.044270","0.000052","4.015804","4.662255","2","South_RS","Mid_North_RS","BS","NS",0.000476215554194734
"MA_134418","1.000000","1.000000","0.000000","Inf","0.000000","1.357152","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_134857","-0.296980","-0.296980","0.002989","-5.432168","0.000000","6.223973","11.482405","2","South_RS","Mid_North_RS","BS","NS",0
"MA_134974","-0.548156","-0.548156","0.015988","-4.335169","0.000015","1.055780","3.617421","2","South_RS","Mid_North_RS","BS","NS",0.000148756631299735
"MA_135224","0.404079","0.404079","0.000373","20.917876","0.000000","4.271487","1.812908","2","South_RS","Mid_North_RS","BS","NS",0
"MA_135427","0.328341","0.328341","0.000648","12.902220","0.000000","4.896185","2.475696","2","South_RS","Mid_North_RS","BS","NS",0
"MA_135654","-0.697683","-0.697683","0.010888","-6.686176","0.000000","0.250354","1.405883","3","South_RS","Mid_North_RS","BS","NS",0
"MA_135731","0.152174","0.152174","0.000904","5.061416","0.000000","8.358955","6.150933","2","South_RS","Mid_North_RS","BS","NS",0
"MA_135739","0.138289","0.138289","0.000187","10.111969","0.000000","4.720743","3.573708","2","South_RS","Mid_North_RS","BS","NS",0
